,Unnamed: 0,YEAR,period1,period,Location ,LocatHierachyNode,Level,Product,productcatogery,seasonality,WINTER ,SUMMER,FESTIVAL,sold units,TotalFactor,BaseVolume%,Seasonality %,TPR %,Display Only %,Fea & Disp%,Feature Only%,Base Volume,SeasonalVolume,TPR,Display Only,Fea & Disp,Feature Only,To2tFactoredVolume,TotFactoredVolume,MSRP,PRICE DISCOUNT %,PRICE DISCOUNT,Average unit price,total sales,date2,date,Season_Summer,Season_Winter,Feature Only_Grouped,Display Only_Grouped,Fea & Disp_Grouped
1037,1037,2019,15,W15,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,922,1,0.87,0.07,0,0,0,0.06,802.14,64.54,0,0,0,0,866.68,Eaches,25,0.17,4.25,20.75,19131.5,15-04-2019,0,0,0,Equal to zero,Equal to zero,Equal to zero
1038,1038,2019,16,W16,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1400,1,0.5,0.15,0.175,0,0.175,0,700,210,245,0,245,0,1400,Eaches,25,0.26,6.5,18.5,25900,22-04-2019,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1039,1039,2019,17,W17,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1040,1,0.677,-0.077,0.25,0.15,0,0,704.08,-80.08,260,156,0,0,1040,Eaches,25,0.33,8.25,16.75,17420,29-04-2019,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
1040,1040,2019,18,W18,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1399,1,0.85,0,0.15,0,0,0,1189.15,0,209.85,0,0,27.98,1426.98,Eaches,25,0.24,6,19,26581,06-05-2019,0,0,0,Not Equal to zero,Equal to zero,Equal to zero
1041,1041,2019,19,W19,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1460,1,0.98,0,0,0,0,0.02,1430.8,0,0,0,0,0,1430.8,Eaches,25,0.2,5,20,29200,13-05-2019,0,0,0,Equal to zero,Equal to zero,Equal to zero
1042,1042,2019,20,W20,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1300,1,0.55,0.17,0.12,0.04,0.12,0,715,221,156,52,156,0,1300,Eaches,25,0.2,5,20,26000,20-05-2019,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
1043,1043,2019,21,W21,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1381,1,0.5,0.15,0.175,0,0.175,0,690.5,207.15,241.675,0,241.675,0,1381,Eaches,25,0.2,5,20,27620,27-05-2019,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1044,1044,2019,22,W22,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1291,1,0.5,0.15,0.175,0,0.175,0,645.5,193.65,225.925,0,225.925,0,1291,Eaches,25,0.2,5,20,25820,03-06-2019,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1045,1045,2019,23,W23,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1400,1,0.5,0.15,0.175,0,0.175,0,700,210,245,0,245,0,1400,Eaches,25,0.2,5,20,28000,10-06-2019,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1046,1046,2019,24,W24,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1610,1,1,0,0,0,0,0,1610,0,0,0,0,0,1610,Eaches,25,0.33,8.25,16.75,26967.5,17-06-2019,0,0,0,Equal to zero,Equal to zero,Equal to zero
1047,1047,2019,25,W25,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1651,1,1,0,0,0,0,0,1651,0,0,0,0,0,1651,Eaches,25,0.23,5.75,19.25,31781.75,24-06-2019,0,0,0,Equal to zero,Equal to zero,Equal to zero
1048,1048,2019,26,W26,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1620,1,0.725,-0.125,0.25,0.15,0,0,1174.5,-202.5,405,243,0,0,1620,Eaches,25,0.2,5,20,32400,01-07-2019,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
1049,1049,2019,27,W27,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1410,1,0.833,0,0.167,0,0,0,1174.53,0,235.47,0,0,0,1410,Eaches,25,0.3,7.5,17.5,24675,08-07-2019,0,0,0,Equal to zero,Equal to zero,Equal to zero
1050,1050,2019,28,W28,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1311,1,0.866,0,0.134,0,0,0,1135.326,0,175.674,0,0,0,1311,Eaches,25,0.24,6,19,24909,15-07-2019,0,0,0,Equal to zero,Equal to zero,Equal to zero
1051,1051,2019,29,W29,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1361,1,0.842,0,0.158,0,0,0,1145.962,0,215.038,0,0,0,1361,Eaches,25,0.23,5.75,19.25,26199.25,22-07-2019,0,0,0,Equal to zero,Equal to zero,Equal to zero
1052,1052,2019,30,W30,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,1300,1,0.75,0,0.075,0,0.175,0,975,0,97.5,0,227.5,0,1300,Eaches,25,0.22,5.5,19.5,25350,29-07-2019,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1053,1053,2019,31,W31,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,1841,1,1,0,0,0,0,0,1841,0,0,0,0,0,1841,Eaches,25,0.17,4.25,20.75,38200.75,05-08-2019,0,0,0,Equal to zero,Equal to zero,Equal to zero
1054,1054,2019,32,W32,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,1376,1,0.87,0,0,0.13,0,0,1197.12,0,0,178.88,0,41.28,1417.28,Eaches,25,0.26,6.5,18.5,25456,12-08-2019,0,0,0,Not Equal to zero,Not Equal to zero,Equal to zero
1055,1055,2019,33,W33,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,990,0.97,0.95,0.02,0,0,0,0.03,940.5,19.8,0,0,0,0,960.3,Eaches,25,0.33,8.25,16.75,16582.5,19-08-2019,0,0,0,Equal to zero,Equal to zero,Equal to zero
1056,1056,2019,34,W34,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,1100,1,0.833,0,0.167,0,0,0,916.3,0,183.7,0,0,0,1100,Eaches,25,0.24,6,19,20900,26-08-2019,0,0,0,Equal to zero,Equal to zero,Equal to zero
1057,1057,2019,35,W35,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,891,1,0.866,0,0.134,0,0,0,771.606,0,119.394,0,0,0,891,Eaches,25,0.2,5,20,17820,02-09-2019,0,0,0,Equal to zero,Equal to zero,Equal to zero
1058,1058,2019,36,W36,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Festival,0,0,1,976,1,0.866,0,0.134,0,0,0,845.216,0,130.784,0,0,0,976,Eaches,25,0.2,5,20,19520,09-09-2019,0,0,0,Equal to zero,Equal to zero,Equal to zero
1059,1059,2019,37,W37,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Festival,0,0,1,890,1,0.842,0,0.158,0,0,0,749.38,0,140.62,0,0,0,890,Eaches,25,0.2,5,20,17800,16-09-2019,0,0,0,Equal to zero,Equal to zero,Equal to zero
1060,1060,2019,38,W38,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Festival,0,0,1,840,1,0.677,-0.077,0.25,0.15,0,0,568.68,-64.68,210,126,0,0,840,Eaches,25,0.2,5,20,16800,23-09-2019,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
1061,1061,2019,39,W39,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Festival,0,0,1,1476,1,0.75,-0.15,0.25,0.15,0,0,1107,-221.4,369,221.4,0,0,1476,Eaches,25,0.2,5,20,29520,30-09-2019,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
1062,1062,2019,40,W40,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Festival,0,0,1,1399,1,0.87,0,0,0.13,0,0,1217.13,0,0,181.87,0,0,1399,Eaches,25,0.33,8.25,16.75,23433.25,07-10-2019,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
1063,1063,2019,41,W41,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Festival,0,0,1,1281,1,0.75,0,0.075,0,0.175,0,960.75,0,96.075,0,224.175,38.43,1319.43,Eaches,25,0.23,5.75,19.25,24659.25,14-10-2019,0,0,0,Not Equal to zero,Equal to zero,Not Equal to zero
1064,1064,2019,42,W42,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,1081,1,0.97,0,0.03,0,0,0.03,1048.57,0,32.43,0,0,32.43,1113.43,Eaches,25,0.2,5,20,21620,21-10-2019,0,0,0,Not Equal to zero,Equal to zero,Equal to zero
1065,1065,2019,43,W43,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,1267,1,0.92,0.05,0.03,0,0,0.03,1165.64,63.35,38.01,0,0,0,1267,Eaches,25,0.3,7.5,17.5,22172.5,28-10-2019,0,0,0,Equal to zero,Equal to zero,Equal to zero
1066,1066,2019,44,W44,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,970,1,0.875,0.075,0,0.05,0,0,848.75,72.75,0,48.5,0,0,970,Eaches,25,0.24,6,19,18430,04-11-2019,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
1067,1067,2019,45,W45,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Winter,1,0,0,871,1,0.9,0,0.175,0,-0.075,0,783.9,0,152.425,0,-65.325,0,871,Eaches,25,0.3,7.5,17.5,15242.5,11-11-2019,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1068,1068,2019,46,W46,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Winter,1,0,0,750,1,0.677,-0.077,0.25,0.15,0,0,507.75,-57.75,187.5,112.5,0,0,750,Eaches,25,0.23,5.75,19.25,14437.5,18-11-2019,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
1069,1069,2019,47,W47,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Winter,1,0,0,719,1,0.85,0,0.15,0,0,0,611.15,0,107.85,0,0,0,719,Eaches,25,0.35,8.75,16.25,11683.75,25-11-2019,0,0,0,Equal to zero,Equal to zero,Equal to zero
1070,1070,2019,48,W48,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Winter,1,0,0,930,1,0.7,-0.1,0.25,0,0.15,0,651,-93,232.5,0,139.5,0,930,Eaches,25,0.41,10.25,14.75,13717.5,02-12-2019,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1071,1071,2019,49,W49,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Winter,1,0,0,890,1,0.55,0.17,0.12,0.04,0.12,0,489.5,151.3,106.8,35.6,106.8,0,890,Eaches,25,0.22,5.5,19.5,17355,09-12-2019,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
1072,1072,2019,50,W50,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Winter,1,0,0,720,1,0.5,0.15,0.175,0,0.175,0,360,108,126,0,126,21.6,741.6,Eaches,25,0.29,7.25,17.75,12780,16-12-2019,0,0,0,Not Equal to zero,Equal to zero,Not Equal to zero
1073,1073,2019,51,W51,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Winter,1,0,0,671,1,0.93,0.02,0,0.05,0,0.03,624.03,13.42,0,33.55,0,0,671,Eaches,25,0.37,9.25,15.75,10568.25,23-12-2019,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
1074,1074,2019,52,W52,Panjagutta,Hyderabad,1,100 ML Butterscotch,Cups,Winter,1,0,0,950,1,0.85,0,0.167,0,-0.017,0,807.5,0,158.65,0,-16.15,-1.667292352,1123.891464,Eaches,25,0.36,9,16,15200,30-12-2019,0,0,0,Not Equal to zero,Equal to zero,Not Equal to zero
1075,1075,2017,1,W1,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Winter,1,0,0,990,1,0.819,-0.1,-0.25,0.24,0.91,-0.619,810.81,-99,-247.5,237.6,900.9,-69.3,1533.51,Eaches,25,0.19,4.75,20.25,20047.5,02-01-2017,0,0,0,Not Equal to zero,Not Equal to zero,Not Equal to zero
1076,1076,2017,2,W2,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Winter,1,0,0,949,1,0.81,-0.1,0.33,-0.12,0.15,-0.07,768.69,-94.9,313.17,-113.88,142.35,0,1015.43,Eaches,25,0.22,5.5,19.5,18505.5,09-01-2017,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
1077,1077,2017,3,W3,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Winter,1,0,0,816,1,0.7,-0.1,0.25,0,0.15,0,571.2,-81.6,204,0,122.4,0,816,Eaches,25,0.2,5,20,16320,16-01-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1078,1078,2017,4,W4,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Winter,1,0,0,871,1,0.725,-0.125,0.25,0,0.15,0,631.475,-108.875,217.75,0,130.65,0,871,Eaches,25,0.2,5,20,17420,23-01-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1079,1079,2017,5,W5,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,840,1,0.725,-0.125,0.25,0,0.15,0,609,-105,210,0,126,16.8,856.8,Eaches,25,0.15,3.75,21.25,17850,30-01-2017,0,0,0,Not Equal to zero,Equal to zero,Not Equal to zero
1080,1080,2017,6,W6,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,1121,1,0.721,-0.15,0.3,-0.021,0.13,0.02,808.241,-168.15,336.3,-23.541,145.73,0,1098.58,Eaches,25,0.31,7.75,17.25,19337.25,06-02-2017,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
1081,1081,2017,7,W7,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,910,1,0.8,0.05,0.02,0.13,0,0,728,45.5,18.2,118.3,0,27.3,937.3,Eaches,25,0.23,5.75,19.25,17517.5,13-02-2017,0,0,0,Not Equal to zero,Not Equal to zero,Equal to zero
1082,1082,2017,8,W8,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,830,1,0.95,0.02,0,0,0,0.03,788.5,16.6,0,0,0,0,805.1,Eaches,25,0.43,10.75,14.25,11827.5,20-02-2017,0,0,0,Equal to zero,Equal to zero,Equal to zero
1083,1083,2017,9,W9,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,820,1,0.85,0,0.167,0,-0.017,0,697,0,136.94,0,-13.94,0,820,Eaches,25,0.32,8,17,13940,27-02-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1084,1084,2017,10,W10,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,930,1,0.842,0,0.158,0,0,0,783.06,0,146.94,0,0,0,930,Eaches,25,0.2,5,20,18600,06-03-2017,0,0,0,Equal to zero,Equal to zero,Equal to zero
1085,1085,2017,11,W11,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,990,1,0.75,0,0.075,0,0.175,0,742.5,0,74.25,0,173.25,0,990,Eaches,25,0.2,5,20,19800,13-03-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1086,1086,2017,12,W12,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,850,1,0.733,-0.133,0.25,0.15,0,0,623.05,-113.05,212.5,127.5,0,25.5,875.5,Eaches,25,0.2,5,20,17000,20-03-2017,0,0,0,Not Equal to zero,Not Equal to zero,Equal to zero
1087,1087,2017,13,W13,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,840,1,0.697,0.11,0.126,0.1,-0.063,0.03,585.48,92.4,105.84,84,-52.92,42,856.8,Eaches,25,0.2,5,20,16800,27-03-2017,0,0,0,Not Equal to zero,Not Equal to zero,Not Equal to zero
1088,1088,2017,14,W14,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,1101,1,0.9,0.05,0,0,0,0.05,990.9,55.05,0,0,0,0,1045.95,Eaches,25,0.2,5,20,22020,03-04-2017,0,0,0,Equal to zero,Equal to zero,Equal to zero
1089,1089,2017,15,W15,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,871,1,0.85,0,0.15,0,0,0,740.35,0,130.65,0,0,0,871,Eaches,25,0.2,5,20,17420,10-04-2017,0,0,0,Equal to zero,Equal to zero,Equal to zero
1090,1090,2017,16,W16,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Summer,0,0,0,1101,1,0.7,-0.1,0.25,0,0.15,0,770.7,-110.1,275.25,0,165.15,0,1101,Eaches,25,0.2,5,20,22020,17-04-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1091,1091,2017,17,W17,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Summer,0,0,0,871,1,0.725,-0.125,0.25,0,0.15,0,631.475,-108.875,217.75,0,130.65,20.033,891.033,Eaches,25,0.2,5,20,17420,24-04-2017,0,0,0,Not Equal to zero,Equal to zero,Not Equal to zero
1092,1092,2017,18,W18,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Summer,0,0,0,971,1,0.819,-0.125,0.11,0.023,0.15,0.023,795.249,-121.375,106.81,22.333,145.65,0,948.667,Eaches,25,0.31,7.75,17.25,16749.75,01-05-2017,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
1093,1093,2017,19,W19,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Summer,0,0,0,1191,1,0.725,-0.125,0.25,0,0.15,0,863.475,-148.875,297.75,0,178.65,0,1191,Eaches,25,0.24,6,19,22629,08-05-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1094,1094,2017,20,W20,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Summer,0,0,0,1201,1,0.75,-0.1,0.24,0,0.11,0,900.75,-120.1,288.24,0,132.11,0,1201,Eaches,25,0.3,7.5,17.5,21017.5,15-05-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1095,1095,2017,21,W21,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Summer,0,0,0,1381,1,0.81,0.15,-0.135,0,0.175,0,1118.61,207.15,-186.435,0,241.675,0,1381,Eaches,25,0.2,5,20,27620,22-05-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1096,1096,2017,22,W22,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Summer,0,0,0,1291,1,0.725,-0.125,0.25,0,0.15,0,935.975,-161.375,322.75,0,193.65,0,1291,Eaches,25,0.2,5,20,25820,29-05-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1097,1097,2017,23,W23,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Summer,0,0,0,1436,1,0.725,-0.125,0.25,0,0.15,0,1041.1,-179.5,359,0,215.4,0,1436,Eaches,25,0.2,5,20,28720,05-06-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1098,1098,2017,24,W24,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Summer,0,0,0,1315,1,0.8,0,0,0.2,0,0,1052,0,0,263,0,26.3,1341.3,Eaches,25,0.2,5,20,26300,12-06-2017,0,0,0,Not Equal to zero,Not Equal to zero,Equal to zero
1099,1099,2017,25,W25,Panjagutta,Hyderabad,1,500 ML Vanilla,Cone,Summer,0,0,0,1200,1,0.98,0,0,0,0,0.02,1176,0,0,0,0,180,1356,Eaches,25,0.2,5,20,24000,19-06-2017,0,0,0,Not Equal to zero,Equal to zero,Equal to zero
1100,1100,2017,26,W26,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Summer,0,0,0,1310,1,0.85,0,0,0,0,0.15,1113.5,0,0,0,0,0,1113.5,Eaches,25,0.2,5,20,26200,26-06-2017,0,0,0,Equal to zero,Equal to zero,Equal to zero
1101,1101,2017,27,W27,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Summer,0,0,0,1267,1,0.717,-0.1,0.25,-0.017,0.15,0,908.439,-126.7,316.75,-21.539,190.05,0,1267,Eaches,25,0.2,5,20,25340,03-07-2017,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
1102,1102,2017,28,W28,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Summer,0,0,0,1378,1,0.5,0.175,0.175,0.15,0,0,689,241.15,241.15,206.7,0,0,1378,Eaches,25,0.33,8.25,16.75,23081.5,10-07-2017,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
1103,1103,2017,29,W29,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Summer,0,0,0,1500,1,0.5,0.175,0.175,0.15,0,0,750,262.5,262.5,225,0,0,1500,Eaches,25,0.23,5.75,19.25,28875,17-07-2017,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
1104,1104,2017,30,W30,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,1781,1,0.75,0.125,0,0.125,0,0,1335.75,222.625,0,222.625,0,0,1781,Eaches,25,0.2,5,20,35620,24-07-2017,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
1105,1105,2017,31,W31,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,1415,1,0.91,0,0,0.05,0.04,0,1287.65,0,0,70.75,56.6,0,1415,Eaches,25,0.3,7.5,17.5,24762.5,31-07-2017,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
1106,1106,2017,32,W32,Panjagutta,Hyderabad,1,500 ML Vanilla,Cone,,0,0,0,1300,1,0.61,0.12,0.075,0.02,0.175,0,793,156,97.5,26,227.5,0,1300,Eaches,25,0.24,6,19,24700,07-08-2017,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
1107,1107,2017,33,W33,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,1841,1,0.875,0.075,0,0.05,0,0,1610.875,138.075,0,92.05,0,0,1841,Eaches,25,0.23,5.75,19.25,35439.25,14-08-2017,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
1108,1108,2017,34,W34,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,750,1,0.875,0.075,0,0.05,0,0,656.25,56.25,0,37.5,0,0,750,Eaches,25,0.22,5.5,19.5,14625,21-08-2017,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
1109,1109,2017,35,W35,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,784,1,0.875,0.075,0,0.05,0,0,686,58.8,0,39.2,0,0,784,Eaches,25,0.17,4.25,20.75,16268,28-08-2017,0,0,0,Equal to zero,Not Equal to zero,Equal to zero
1110,1110,2017,36,W36,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Festival,0,0,0,1419,1,0.75,0,0.075,0,0.175,0,1064.25,0,106.425,0,248.325,0,1419,Eaches,25,0.26,6.5,18.5,26251.5,04-09-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1111,1111,2017,37,W37,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Festival,0,0,0,1281,1,0.75,0,0.075,0,0.175,0,960.75,0,96.075,0,224.175,0,1281,Eaches,25,0.33,8.25,16.75,21456.75,11-09-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1112,1112,2017,38,W38,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Festival,0,0,0,1381,1,0.75,0,0.075,0,0.175,0,1035.75,0,103.575,0,241.675,0,1381,Eaches,25,0.24,6,19,26239,18-09-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1113,1113,2017,39,W39,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Festival,0,0,0,1261,1,0.75,0,0.075,0,0.175,0,945.75,0,94.575,0,220.675,0,1261,Eaches,25,0.2,5,20,25220,25-09-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1114,1114,2017,40,W40,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Festival,0,0,0,1471,1,0.75,0,0.075,0,0.175,0,1103.25,0,110.325,0,257.425,147.1,1618.1,Eaches,25,0.2,5,20,29420,02-10-2017,0,0,0,Not Equal to zero,Equal to zero,Not Equal to zero
1115,1115,2017,41,W41,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Festival,0,0,0,1590,1,0.79,0,0.075,-0.09,0.125,0.1,1256.1,0,119.25,-143.1,198.75,47.7,1478.7,Eaches,25,0.2,5,20,31800,09-10-2017,0,0,0,Not Equal to zero,Not Equal to zero,Not Equal to zero
1116,1116,2017,42,W42,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,1728,1,0.97,0,0.03,0,0,0.03,1676.16,0,51.84,0,0,51.84,1779.84,Eaches,25,0.2,5,20,34560,16-10-2017,0,0,0,Not Equal to zero,Equal to zero,Equal to zero
1117,1117,2017,43,W43,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,1525,1,0.92,0.05,0.03,0,0,0.03,1403,76.25,45.75,0,0,228.75,1753.75,Eaches,25,0.2,5,20,30500,23-10-2017,0,0,0,Not Equal to zero,Equal to zero,Equal to zero
1118,1118,2017,44,W44,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,,0,0,0,1327,1,0.92,0.05,0.03,0,0,0.15,1220.84,66.35,39.81,0,0,145.97,1472.97,Eaches,25,0.33,8.25,16.75,22227.25,30-10-2017,0,0,0,Not Equal to zero,Equal to zero,Equal to zero
1119,1119,2017,45,W45,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Winter,0,0,0,1019,1,0.92,0.05,0.03,0,0,0.11,937.48,50.95,30.57,0,0,0,1019,Eaches,25,0.23,5.75,19.25,19615.75,06-11-2017,0,0,0,Equal to zero,Equal to zero,Equal to zero
1120,1120,2017,46,W46,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Winter,0,0,0,1281,1,0.679,-0.1,0.25,0.021,0.15,0,869.799,-128.1,320.25,26.901,192.15,0,1281,Eaches,25,0.2,5,20,25620,13-11-2017,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
1121,1121,2017,47,W47,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Winter,0,0,0,1072,1,0.7,-0.1,0.25,0,0.15,0,750.4,-107.2,268,0,160.8,0,1072,Eaches,25,0.3,7.5,17.5,18760,20-11-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1122,1122,2017,48,W48,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Winter,0,0,0,917,1,0.7,-0.1,0.25,0,0.15,0,641.9,-91.7,229.25,0,137.55,0,917,Eaches,25,0.24,6,19,17423,27-11-2017,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
1123,1123,2017,49,W49,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Winter,0,0,0,891,1,0.725,-0.125,0.25,0,0.15,0,645.975,-111.375,222.75,0,133.65,-73.062,817.938,Eaches,25,0.2,5,20,17820,04-12-2017,0,0,0,Not Equal to zero,Equal to zero,Not Equal to zero
1124,1124,2017,50,W50,Panjagutta,Hyderabad,1,100 ML Vanilla,Cups,Winter,0,0,0,817,1,0.889,-0.125,0.25,-0.082,0.15,-0.082,726.313,-102.125,204.25,-66.994,122.55,0,883.994,Eaches,25,0.2,5,20,16340,11-12-2017,0,0,0,Equal to zero,Not Equal to zero,Not Equal to zero
